Borough,Noms du reseau,Nom du lieu culturel municipal,Adresse,Code postal,Ville,Province,ACC_autodoor,ACC_entranceramp,ACC_streetlevel,ACC_stairs,ACC_elevator,WR_streetlvl,WR_rails,WR_gender_neutral,WR_size,WR_change_table,WR_family,INC_bilingual/en/fr,INC_helpfulstaff,INC_braille,INC_family_friendly,OVER_ccessible,OVER_comments,Telephone general,Site Internet,Latitude,Longitude,Description
Ville-Marie,Musee municipal,Centre d'histoire de Montreal,"335, place D'Youville",H2Y 3T1,Montreal,QC,1,0,0,7,1,1,0,0,s,1,0,b,1,0,1,y,"good experience, helpful staff",514 872-3207,"http://ville.montreal.qc.ca/portal/page?_pageid=8757,97305573&_dad=portal&_schema=PORTAL",-73.5557,45.50103,"Situe dans une ancienne caserne de pompiers, le Centre d'histoire de Montreal a pour mission de faire connaa©tre, comprendre et apprecier la ville de Montreal d'aujourd'hui et la diversite de son patrimoine. Ainsi, les visiteurs pourront decouvrir comment l'histoire des citoyens, qui ont habite et qui habitent encore Montreal, a faaõonne l'environnement urbain, laisse des traces et defini l'identite de la metropole."
Lachine,Musee municipal,Musee de Lachine,"1, chemin du Musee",H8S 4L9,Lachine,QC,1,1,1,5,1,1,1,0,l,1,1,b,1,1,1,s,facility recently renovated accesibility much improved,514 634-3478,www.museedelachine.com,-73.666,45.43098,"En bordure du fleuve Saint-Laurent, a 10 km du centre-ville de Montreal, l'art et l'histoire se rejoignent, occupent un meme espace. Le Musee de Lachine regroupe le Site patrimonial LeBer-LeMoyne accompagne d'une collection archeologique classee, les ba½timents complets les plus anciens de l'a©le de Montreal et un jardin de sculptures contemporaines d'envergure, le Musee plein air de Lachine. De plus, le Musee offre une serie d'expositions et d'activites qui susciteront l'interet du public et feront vivre une experience unique."
Ville-Marie,Musee municipal,"Pointe-a -Calliere, cite d'archeologie et d'histoire de Montreal","350, Place Royale",H2Y 3Y5,Montreal,QC,1,1,1,4,1,1,1,0,mn,1,1,b,1,1,1,s,"good experience, helpful staff",514 872-9150,"http://www.facebook.com/PointeaCalliere,http://pacmusee.qc.ca",-73.5541,45.50257,"Le Musee, edifie sur les lieux de la fondation de Montreal, revele des vestiges de la ville gra½ce a un parcours souterrain. Classe site archeologique et historique national, Pointe-a -Calliere est un ensemble de sites, de ba½timents et de collections qui forment un complexe culturel unique livrant au public la memoire de la ville. En plus de ses expositions permanentes et de son spectacle multimedia, le Musee presente regulierement des expositions temporaires nationales et internationales, en plus de proposer un grand nombre d'activites culturelles, ainsi que des programmes educatifs."
Riviere-des-Prairies-Pointe-aux-Trembles,Salle de spectacle,Cegep Marie-Victorin - Salle Desilets,"7000, rue Marie-Victorin",H1G 2J6,Montreal,QC,1,1,1,1,1,1,1,0,l,1,1,b,0,0,1,s,signage poor,514 328-3878,http://www.collegemv.qc.ca/fr-CA/Accueil/Services_a_la_communaute/centre_culturel_espace_7000/index.aspx,-73.6095,45.61584,"La maison de la culture Riviere-des-Prairies, en collaboration avec Centre culturel Espace 7000, utilise la Salle Desilets afin de presenter au public divers de spectacles - thea½tre, danse et musique."
Rosemont-La Petite-Patrie,Salle de spectacle,Maison de la culture Rosemont-La Petite-Patrie,"6707, avenue De Lorimier",H2G 2P8,Montreal,QC,1,1,1,7,1,1,1,0,m,1,1,f,0,0,1,y,very good quality and excellent facilities.,514 872-1730,"http://ville.montreal.qc.ca/portal/page?_pageid=7357,75921580&_dad=portal&_schema=PORTAL",-73.5983,45.54739,"La Maison de la culture Rosemont-La Petite-Patrie offre une programmation riche et variee, constituee de spectacles, conferences, expositions, musique, danse, thea½tre ou encore cinema. Avec pres de 200 evenements par annee, elle met en avant autant des artistes de la releve que des professionnels."
Cote-des-Neiges-Notre-Dame-de-Gra½ce,Salle de spectacle,Maison de la culture de Cote-des-Neiges,"5290, chemin de la Cote-des-Neiges",H3T 1Y2,Montreal,QC,0,1,1,1,1,1,1,0,l,1,1,f,0,0,1,y,excellent for families and seniors. clean facilities,514 872-6889,"http://ville.montreal.qc.ca/portal/page?_pageid=7497,80863570&_dad=portal&_schema=PORTAL",-73.6221,45.49609,"Principale installation du quartier, la Maison de la culture de Cote-des-Neiges presente de nombreux films, concerts, spectacles et expositions dans sa salle de spectacle de 135 places et ses trois salles d'exposition. La Maison est de plus adjacente a la bibliotheque, facilitant l'acces a la culture."
Ahuntsic-Cartierville,Salle de spectacle,Maison de la culture Ahuntsic-Cartierville,"10300, rue Lajeunesse, 1er etage",H3L 2E5,Montreal,QC,1,1,1,4,1,0,1,0,m,1,1,f,1,0,1,s,facility recently renovated accesibility much improved,514 872-8749,"http://ville.montreal.qc.ca/portal/page?_pageid=7957,87797581&_dad=portal&_schema=PORTAL",-73.664,45.55375,"La maison de la culture Ahuntsic-Cartierville possede une salle d'exposition ainsi qu'une une salle de spectacle de 300 places disposant d'une bonne qualite acoustique. Elle presente une programmation variee : expositions, concerts et spectacles."
Le Plateau-Mont-Royal,Salle de spectacle,Maison de la culture du Plateau-Mont-Royal,"465, avenue du Mont-Royal Est",H2J 1W3,Montreal,QC,0,1,1,0,1,0,1,0,s,1,1,b,1,0,1,s,"good experience, helpful staff",514 872-2266,"http://ville.montreal.qc.ca/portal/page?_pageid=7297,74439577&_dad=portal&_schema=PORTAL",-73.5824,45.52482,"Carrefour culturel du Plateau-Mont-Royal, la maison de la culture met en valeur des artistes novateurs, engages, qui font connaa©tre aux citoyens toutes les facettes possibles de l'activite artistique. Tres impliquee dans son milieu, la maison de la culture propose pres de 125 representations et une vingtaine d'expositions par an, ce qui en fait un incontournable dans l'arrondissement!"
Cote-des-Neiges-Notre-Dame-de-Gra½ce,Salle de spectacle,Maison de la culture de Notre-Dame-de-Gra½ce,"3755, rue Botrel",H4A 3G8,Montreal,QC,1,0,1,4,0,1,1,1,m,1,1,e,1,1,1,y,excellent for families and seniors. clean facilities,514 872-2157,"http://ville.montreal.qc.ca/portal/page?_pageid=7497,80868152&_dad=portal&_schema=PORTAL",-73.6146,45.47551,"Seule installation culturelle municipale du quartier Notre-Dame-de-Gra½ce, cette maison de la culture comporte une salle de spectacle ainsi que trois salles d'exposition, permettant ainsi d'offrir concerts, films, expositions, spectacles de thea½tre, de danse, de musique. Elle compte parmi les premiers lieux de diffusion du reseau ACCa?S CULTURE."
Villeray-Saint-Michel-Parc-Extension,Salle de spectacle,Auditorium Le Prevost,"7355, avenue Christophe-Colomb",H2R 2S5,Montreal,QC,1,0,1,0,1,1,0,0,l,0,0,b,1,0,1,n,needs work difficult for families,514 872-6131,"http://ville.montreal.qc.ca/portal/page?_pageid=8638,95881640&_dad=portal&_schema=PORTAL",-73.6146,45.54389,"L'auditorium Le Prevost, l'une des principales salles de diffusion pour les evenements de la Maison de la culture Villeray-Saint-Michel-Parc-Extension et d'une capacite de plus de 400 places, presente des spectacle de thea½tre, cinema, dance ou musique."
Pierrefonds-Roxboro,Salle de spectacle,Centre culturel de Pierrefonds,"13850, boulevard Gouin Ouest",H8Z 1X7,Montreal,QC,1,1,1,5,1,1,0,0,s,0,0,b,1,0,1,s,excellent for families and seniors. clean facilities,514 624-1100,"http://ville.montreal.qc.ca/portal/page?_pageid=8377,93751586&_dad=portal&_schema=PORTAL",-73.8498,45.49693,"Le centre culturel de Pierrefonds offre une programmation culturelle variee : thea½tre, cinema, chanson, musiqueƒ?Ý"
Verdun,Salle de spectacle,Centre culturel de Verdun,"5955, rue Bannantyne",H4H 1H6,Montreal,QC,1,0,0,0,1,0,0,1,l,0,0,b,1,1,0,y,facility recently renovated accesibility much improved,514 765-7170,http://www.accesculture.com/emplacement/Centre_culturel_de_Verdun,-73.577,45.44821,"Inaugure en 1967, le Centre culturel de Verdun accueille le public depuis maintenant 40 ans gra½ce a sa bibliotheque, sa salle d'exposition et sa salle de diffusion, la Salle Canadiana, et offre des spectacles, conferences, expositions et plus encore."
LaSalle,Salle de spectacle,Centre culturel et communautaire Henri-Lemieux,"7644, rue Edouard",H8P 1T3,Montreal,QC,1,1,1,0,1,1,0,0,m,0,0,b,0,0,0,s,hard to understand signage and poor english support,514 367-5000,http://www.ccchl.ca/index.php?option=com_content&task=view&id=87&Itemid=99,-73.5944,45.43098,"Fonde en 1986, le Centre Culturel Henri-Lemieux est compose du Thea½tre du Grand Sault - petite salle accueillant de talentueux musiciens d'ici et d'ailleurs - et de la Galerie Les Trois C qui expose les oeuvres d'artistes professionnels en arts visuels. Le Centre Culturel Henri-Lemieux propose egalement de nombreux ateliers et activites dans les domaines du sport, de l'art, des langues ou encore de l'informatique."
Saint-Laurent,Salle de spectacle,Centre d'exposition Lethbridge de la bibliotheque du Boise,"2727, boulevard Thimens",H4R 1T4,Montreal,QC,1,1,1,4,1,0,1,0,l,0,0,f,1,0,1,n,needs work - washrooms poor,514 855-6130 #4443,"http://ville.montreal.qc.ca/portal/page?_pageid=7937,117735576&_dad=portal&_schema=PORTAL",-73.7057,45.50285,"Le centre d'exposition Lethbridge de la bibliotheque du Boise, situe dans l'arrondissement de Saint-Laurent offre un acces privilegie au travail d'artistes professionnels d'ici et d'ailleurs en proposant des expositions d'arts visuels variees et regulieres."
Outremont,Salle de spectacle,Galerie d'art d'Outremont,"41, avenue Saint-Just",H2V 4T7,Montreal,QC,1,1,0,5,0,0,0,0,l,1,1,f,0,0,1,n,needs work difficult for families,n/a,http://www.galeriedartdoutremont.ca/,-73.6085,45.51775,"Situee a proximite de la bibliotheque Robert-Bourassa, la galerie d'art d'Outremont est un important lieu de diffusion artistique depuis 1993. Son objectif est de familiariser le public le plus large possible aux differentes avenues de l'art contemporain. Pour ce faire, la galerie diffuse les ouvres d'artistes professionnels et reserve a chacun une periode d'exposition qui lui est exclusive."
Saint-Leonard,Salle de spectacle,Galerie Port-Maurice,"8420, boulevard Lacordaire",H1R 3G5,Montreal,QC,1,1,1,5,1,0,1,0,m,0,0,f,1,1,1,y,very good quality and excellent facilities.,514 328-8500 #8514,"http://ville.montreal.qc.ca/portal/page?_pageid=7157,73215656&_dad=portal&_schema=PORTAL",-73.5972,45.58665,"Galerie municipale fondee par la Ville de Saint-Leonard en 1979, la galerie Port-Maurice a pour objectif de sensibiliser la population aux differents courants contemporains d'arts visuels. a travers les expositions et vernissages, le public est invite a decouvrir les demarches de la creation artistique tout en s'appropriant l'interpretation des ouvres exposees."
Anjou,Salle de spectacle,Galerie d'art Goncourt,"75000, avenue Goncourt",H1K 3X9,Anjou,QC,1,1,1,2,1,1,0,0,s,1,1,b,0,1,0,s,facility recently renovated accesibility much improved,n/a,http://www.accesculture.com/emplacement/GaleriedartGoncourt,-73.5504,45.60199,La Galerie d'art Goncourt se trouve dans la salle d'animation de la bibliotheque Jean-Corbeil et permet la diffusion d'expositions d'arts visuels.
Riviere-des-Prairies-Pointe-aux-Trembles,Salle de spectacle,Maison Antoine-Beaudry,"14678, rue Notre-Dame Est",H1A 1W1,Montreal,QC,1,1,1,8,1,1,1,1,l,1,1,f,1,0,0,n,needs work difficult for families,514 872-2240,"http://ville.montreal.qc.ca/portal/page?_pageid=7697,84005590&_dad=portal&_schema=PORTAL",-73.4925,45.67707,"Situee a Pointe-aux-Trembles au bord du fleuve, la Maison Antoine-Beaudry, classee monument historique en 1979, accueille depuis 15 ans la maison de la culture Pointe-aux-Trembles et diffuse des evenements culturels tels que, des expositions, des spectacles, des ateliers, des conferences et des activites en plein air."
Montreal-Nord,Salle de spectacle,Maison Brignon-dit-Lapierre,"4251, boulvard Gouin Est",H1H 5L9,Montreal,QC,0,1,1,5,1,1,0,0,m ,0,0,b,0,0,1,y,hard to understand signage and poor english support,514-328-4759,"http://ville.montreal.qc.ca/portal/page?_pageid=8717,97083756&_dad=portal&_schema=PORTAL",-73.6432,45.59948,"Lieu historique de l'arrondissement Montreal-Nord datant de 1770, la Maison Brignon-dit-Lapierre accueille les citoyens et touristes pour des visites commentees mais egalement des soirees animees par des conteurs et des bonimenteurs, des spectacles varies et des ateliers de creation artistique."
Ville-Marie,Salle de spectacle,Maison de la culture Frontenac,"2550, rue Ontario",H2K 1W7,Montreal,QC,0,1,1,0,1,1,1,0,m,1,0,f,1,0,1,s,"good experience, helpful staff",514 872-7882,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78869689&_dad=portal&_schema=PORTAL",-73.5526,45.53302,"Situee dans l'arrondissement Ville-Marie, la Maison de la culture Frontenac est un haut lieu de decouvertes dans toutes les disciplines artistiques avec ses 150 evenements presentes chaque annee, tels que des spectacles, concerts et expositions, le tout dans deux salles d'expositions, une salle de spectacle et un hall d'entree."
Mercier-Hochelaga-Maisonneuve,Salle de spectacle,Maison de la culture Maisonneuve,"4200, rue Ontario Est",H1V 1K1,Montreal,QC,0,1,0,1,1,0,0,0,m,0,0,f,0,1,1,y,very good quality and excellent facilities.,514 872-2200,"http://ville.montreal.qc.ca/portal/page?_dad=portal&_pageid=95,244952&_schema=PORTAL",-73.5407,45.55113,"La maison de la culture Maisonneuve accueille les citoyens de son quartier pour des spectacles de toutes sortes. Initiatrice de nombreux evenements, la maison de la culture offre une programmation diversifiee : spectacles, cinema, conferences, lectures, expositions et evenements."
Le Sud-Ouest,Salle de spectacle,Maison de la culture Marie-Uguay,"6052, boulevard Monk",H4E 3H6,Montreal,QC,0,0,1,3,1,0,1,0,m,1,0,f,1,1,1,n,excellent support for the blind,514 872-2044,"http://ville.montreal.qc.ca/portal/page?_pageid=7757,84579615&_dad=portal&_schema=PORTAL",-73.5956,45.45772,"Lieu de rendez-vous des artistes en emergence ou encore des grands noms de la chanson de l'arrondissement du Sud-Ouest, la maison de la culture Marie-Uguay offre a l'annee longue des evenements culturels incontournables dans ses salles de spectacles, de conferences ou d'expositions."
Mercier-Hochelaga-Maisonneuve,Salle de spectacle,Maison de la culture Mercier,"8105, rue Hochelaga",H1L 2K9,Montreal,QC,0,1,0,2,1,1,0,0,m,0,1,b,0,1,0,n,facility recently renovated accesibility much improved,514 872-8755,"http://ville.montreal.qc.ca/portal/page?_pageid=95,244956&_dad=portal&_schema=PORTAL",-73.5236,45.59547,"La Maison de la culture Mercier, localisee dans l'arrondissement Mercier-Hochelaga-Maisonneuve, accueille de nombreux spectacles, ateliers et activites dans sa salle d'exposition, son studio multifonctionnel et sa salle de spectacle."
Riviere-des-Prairies-Pointe-aux-Trembles,Salle de spectacle,Maison de la culture Pointe-aux-Trembles,"14001, rue Notre-Dame Est",H1A 1T9,Montreal,QC,0,0,1,2,1,1,1,0,s,1,0,b,1,0,0,s,excellent for families and seniors. clean facilities,514 872-2240,"http://ville.montreal.qc.ca/portal/page?_pageid=7697,84005590&_dad=portal&_schema=PORTAL",-73.4945,45.66815,"La maison de la culture Pointe-aux-Trembles a pour mission de favoriser l'acces a la culture pour tous en mettant les citoyens en contact avec des manifestations culturelles et professionnelles sous toutes les formes. Ainsi, a travers le thea½tre, la musique, la chanson, le cinema, les arts visuels, la danse et le patrimoine, la maison de la culture offre une programmation variee et de grande qualite."
Riviere-des-Prairies-Pointe-aux-Trembles,Salle de spectacle,Maison Pierre-Chartrand,"8000, boulevard Gouin Est",H1E 1B5,Montreal,QC,1,1,0,4,1,0,1,0,l,0,1,b,0,0,1,y,facility recently renovated accesibility much improved,514 872-9814,"http://ville.montreal.qc.ca/portal/page?_pageid=7697,84019576&_dad=portal&_schema=PORTAL",-73.5989,45.64242,"La Maison Pierre-Chartrand abrite les bureaux administratifs de la Maison de la culture Riviere-des-Prairies. Des expositions et, a l'occasion, des activites culturelles ou des animations y sont presentees. La maison de la culture Riviere-des-Prairies est en mode de diffusion hors les murs. Les evenements dans le quartier Riviere-des-Prairies sont donc presentes dans differents lieux tels que la bibliotheque Riviere-des-Prairies, l'Eglise Saint-Joseph et la salle Desilets du Cegep Marie-Victorin."
Lachine,Salle de spectacle,Pavillon de l'Entrepot - Complexe culturel Guy-Descary,"2901, boulevard Saint-Joseph",H8S 4B7,Montreal,QC,0,1,1,5,1,1,1,0,s,0,0,f,1,1,1,n,excellent support for the blind,514 634-3471 #302,"http://ville.montreal.qc.ca/portal/page?_pageid=8117,89115662&_dad=portal&_schema=PORTAL",-73.6899,45.43355,"Le Complexe culturel Guy Descary comprend une salle d'exposition temporaire, une salle d'exposition permanente, trois salles polyvalentes et une salle de spectacle. Ce complexe regroupe trois ba½timents : la Vieille brasserie, l'Entrepot et la Maison du brasseur. L'ancien entrepot de pierre de la Brasserie Dawes construit dans les annees 1860 abrite aujourd'hui une salle de spectacle de 320 places d'une grande qualite scenographique et acoustique. Le ba½timent abrite aussi une salle d'exposition d'arts visuels oaû sont presentes, tout au long de l'annee, les oeuvres d'artistes multidisciplinaires et multiculturels. Le sous-sol de l'Entrepot accueille egalement une exposition permanente du Musee de Lachine."
Rosemont-La Petite-Patrie,Salle de spectacle,Salle Jean-Eudes,"3535, boulevard Rosemont",H1X 1K7,Montreal,QC,1,0,0,6,1,0,1,1,l,1,1,b,1,1,1,s,very good quality and excellent facilities.,514 376-5740 #1140,http://www.jeaneudes.qc.ca/le-college/installation-et-location/salle-jean-eudes/,-73.5787,45.55534,"Principale salle de diffusion des spectacles organises par la maison de la culture Rosemont-Petite-Patrie, la salle Jean-Eudes possede plus de 400 places assises et a ete specialement conaõue pour accueillir des spectacles de danse."
Villeray-Saint-Michel-Parc-Extension,Salle de spectacle,Maison de la culture Villeray-Saint-Michel-Parc-Extension - Salle de diffusion Parc-Extension,"421, rue Saint-Roch",H3N 1K2,Montreal,QC,1,1,1,1,1,1,0,0,l,0,0,b,1,0,0,s,"good experience, helpful staff",514 872-8124,"http://ville.montreal.qc.ca/portal/page?_pageid=8638,95881640&_dad=portal&_schema=PORTAL",-73.6285,45.53117,"La Salle de diffusion Parc-Extension, d'une capacite de plus de 123 places, est une des salles d'activite souvent utilisee pour l'organisation des evenements de la Maison de la culture Villeray-Saint-Michel-Parc-Extension. Elle accueille de nombreux spectacles de musique, de thea½tre, de danse et des expositions d'arts visuels."
L'le-Bizard-Sainte-Genevieve,Salle de spectacle,Salle Pauline-Julien,"15615, boulevard Gouin Ouest",H9H 5K8,Montreal,QC,1,1,0,1,1,0,1,0,m,1,1,f,1,0,1,y,very good quality and excellent facilities.,514 626-1616,http://www.pauline-julien.com/,-73.8694,45.48349,"Diffuseur majeur dans l'arrondissement de L'le-Bizard-Sainte-Genevieve, la Salle Pauline-Julien offre a la communaute un eventail de spectacles professionnels diversifies ainsi qu'une programmation cinematographique de qualite."
Saint-Leonard,Salle de spectacle,Salle d'activites - Saint-Leonard,"8420, boulevard Lacordaire",H1R 3G5,Montreal,QC,1,0,1,2,1,1,0,0,s,0,0,f,0,1,0,n,facility recently renovated accesibility much improved,514 328-8500 #8518,"http://ville.montreal.qc.ca/portal/page?_pageid=7157,73215656&_dad=portal&_schema=PORTAL",-73.5972,45.58665,"Situee dans le hall de la Bibliotheque de Saint-Leonard, la salle d'activite contribue aujourd'hui a diffuser des spectacles de musique de la releve, des films, des conferences et des spectacles pour les tout-petits."
Saint-Laurent,Salle de spectacle,Salle Emile-Legault,"613, avenue Sainte-Croix",H4L 3X7,Montreal,QC,0,1,1,2,1,1,1,1,l,1,0,b,0,0,0,s,hard to understand signage and poor english support,n/a,"https://www.facebook.com/ArrSaintLaurent,ville.montreal.qc.ca/saint-laurent",-73.6725,45.51169,"Entierement renovee en 2011, la salle de spectacle Emile-Legault est situee dans le Cegep Saint-Laurent. Cette salle, d'une capacite de 471 sieges, accueille de nombreux evenements et activites organises par l'arrondissement, tels que des spectacles de danse, de thea½tre et de musique."
Verdun,"Salle de spectacle,Musee municipal",Maison Nivard-De Saint-Dizier,"7244, boulevard LaSalle",H4H 1R4,Montreal,QC,0,1,1,1,0,1,1,0,m,1,0,f,1,0,1,n,facility recently renovated accesibility much improved,514 765-7284,https://www.facebook.com/MaisonNivardDeSaintDizier,-73.5831,45.43749,"Reconnu monument historique et immeuble patrionial, la Maison Nivard-De Saint-Dizier, situee a Verdun, propose une programmation d'activites educatives et culturelles comme des animations historiques, des expositions, des ateliers, des conferences, des contes et des concerts."
Le Plateau-Mont-Royal,Theatre,Theatre de Verdure,Parc La Fontaine,H3C 0G4,Montreal,QC,1,0,1,0,0,0,1,0,m,0,1,f,1,1,1,n,excellent support for the blind,311,"http://ville.montreal.qc.ca/portal/page?_pageid=7297,74441594&_dad=portal&_schema=PORTAL",-73.5535,45.49605,"Thea½tre exterieur situe au parc La Fontaine, le thea½tre de Verdure a pour vocation de diffuser des spectacles professionnels et des films durant la saison estivale. Sa programmation gratuite attire plus de 65 000 personnes chaque annee : les habitants du quartier, mais aussi les citoyens et touristes de toute la ville.Le thea½tre de Verdure est ferme pour renovation. En attendant la fin des travaux, profitez des¶ nombreuses activites culturelles offertes pres¶ de chez vous.accesculture.comInformations : 311"
Saint-Leonard,Theatre,Theatre Mirella et Lino Saputo,"8370, boulevard Lacordaire",H1R 3Y6,Montreal,QC,1,1,1,5,0,1,1,0,s,0,1,f,1,0,1,y,hard to understand signage and poor english support,514-955-8370,http://www.centreleonardodavinci.com/fr/saputo_theatre.php,-73.5957,45.58593,"L'arrondissement de Saint-Leonard presente au Thea½tre Mirella et Lino Saputo la tres grande majorite de ses spectacles dans le cadre de la Saison culturelle. Le Thea½tre propose egalement de nombreux concerts, pieces de thea½tre, spectacles pour la famille."
Ville-Marie,Lieux et batiments d'interet,Centre Bell,1909 avenue des Canadiens-de-Montreal,,Montreal,QC,1,1,1,0,1,1,1,0,l,1,1,b,1,1,1,y,modern arena great accessibility all round,514 932-2582,http://www.centrebell.ca,-73.569862,45.496309,Description needs user input for this location
Ville-Marie,Lieux et batiments d'interet,Stade Percival-Molson,475 avenue des Pins Ouest,,Montreal,QC,0,1,0,2,1,1,1,0,m,1,1,b,1,1,1,s,"difficult location to access, hill makes a large obstacle",514 787-2500,http://fr.montrealalouettes.com/page/stade-percival-molson_102967,-73.580707,45.51014,Description needs user input for this location
Ville-Marie,Lieux et batiments d'interet,La Ronde,22 chemin Macdonald,H4B 5G0,Montreal,QC,1,1,1,5,1,1,1,0,l,1,1,b,1,1,1,y,this location requires user input on accessibility,514 397-2000,http://laronde.com/,-73.535029,45.522052,Description needs user input for this location
Ville-Marie,Lieux et batiments d'interet,Parc du Mont-Royal,1260 chemin Remembrance,H2W 1S4,Montreal,QC,1,1,1,1,1,1,1,0,m,1,1,b,1,1,1,y,this location requires user input on accessibility,311,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,84222189&_dad=portal&_schema=PORTAL",-73.593024,45.501692,Description needs user input for this location
Ville-Marie,Lieux et batiments d'interet,Bassin olympique,Parc Jean-Drapeau,H3C 6A3,Montreal,QC,1,1,1,4,1,1,1,0,s,1,1,b,1,1,1,y,this location requires user input on accessibility,514 872-6120,http://www.parcjeandrapeau.com/attractions/bassin-olympique/,-73.525261,45.513309,Description needs user input for this location
Ville-Marie,Lieux et batiments d'interet,Circuit Gilles-Villeneuve,Parc Jean-Drapeau,H3C 6A3,Montreal,QC,1,0,1,1,1,1,1,0,m,1,1,b,1,1,1,y,this location requires user input on accessibility,515 872-6120,http://www.parcjeandrapeau.com/attractions/circuit-gilles-villeneuve/,-73.524488,45.50749,Description needs user input for this location
Ville-Marie,Lieux et batiments d'interet,Vieux-Port de Montreal,rue de la Commune entre Saint-Hubert et Mills,H3C 6A3,Montreal,QC,1,0,1,0,1,1,1,1,l,0,1,b,1,1,1,y,this location requires user input on accessibility,514 496-7678,http://www.vieuxportdemontreal.com/accueil.html,-73.550983,45.50696,Description needs user input for this location
Ville-Marie,Lieux et batiments d'interet,Plage de l'Horloge,Vieux-Port de Montreal,H3C 6A3,Montreal,QC,1,1,0,0,1,0,0,0,s,1,0,b,1,1,1,y,this location requires user input on accessibility,514 496-7678,http://www.vieuxportdemontreal.com/plage-de-lhorloge.html,-73.546118,45.512572,Description needs user input for this location
Ville-Marie,Lieux et batiments d'interet,L'isle Notre-Dame,L'isle Notre-Dame,H3C 6A3,Montreal,QC,1,0,0,0,1,0,0,0,l,0,0,b,1,1,1,y,this location requires user input on accessibility,514 872-6120,http://www.parcjeandrapeau.com/,-73.526881,45.508151,Description needs user input for this location
Ville-Marie,Lieux et batiments d'interet,L'isle Sainte-Helene,L'isle Sainte-Helene,H3C 6A3,Montreal,QC,1,1,1,2,1,1,0,0,l,1,0,b,1,1,1,y,this location requires user input on accessibility,514 872-6120,http://www.parcjeandrapeau.com/,-73.533661,45.51558,Description needs user input for this location
Ville-Marie,Lieux et batiments d'interet,Parc Jean-Drapeau,Parc Jean-Drapeau,H3C 6A3,Montreal,QC,1,0,0,0,0,1,1,0,m,0,1,b,1,1,1,y,this location requires user input on accessibility,514 872-6120,http://www.parcjeandrapeau.com/,-73.532546,45.508648,Description needs user input for this location
Ville-Marie,Fire Station,Caserne 19,2000 avenue De Lorimier,H2K 4N9,Montreal,QC,1,1,1,5,0,1,1,0,s,0,0,f,0,1,0,n,this location requires user input on accessibility,911,"http://ville.montreal.qc.ca/portal/page?_pageid=4677,10167591&_dad=portal&_schema=PORTAL",-73.557898,45.528018,Description needs user input for this location
Ville-Marie,Fire Station,Quartier general du Service de securite incendie de Montreal,4040 avenue du Parc,H2W 1S8,Montreal,QC,1,0,0,0,1,0,1,0,l,0,0,f,1,0,0,n,this location requires user input on accessibility,911,"http://ville.montreal.qc.ca/portal/page?_pageid=4677,10107569&_dad=portal&_schema=PORTAL",-73.583754,45.51255,Description needs user input for this location
Ville-Marie,Police Station,Poste de quartier 22,1200 avenue Papineau,H2K 4R5,Montreal,QC,0,1,1,4,0,1,1,0,s,1,1,f,0,0,0,n,this location requires user input on accessibility,514 280-0122,http://www.spvm.qc.ca/fr/pdq22/,-73.550833,45.521635,Description needs user input for this location
Ville-Marie,Fire Station,Caserne 2 (service saisonnier),10 chemin du Tour-de-l'Isle,H3C 0K7,Montreal,QC,0,1,1,0,1,0,1,0,m,0,0,f,1,0,0,n,this location requires user input on accessibility,911,"http://ville.montreal.qc.ca/portal/page?_pageid=4677,10167591&_dad=portal&_schema=PORTAL",-73.535241,45.520316,Description needs user input for this location
Ville-Marie,Fire Station,Caserne 25,1212 rue Drummond,H3G 1V7,Montreal,QC,1,1,1,4,0,1,1,0,m,1,0,b,1,0,0,n,this location requires user input on accessibility,911,"http://ville.montreal.qc.ca/portal/page?_pageid=4677,10167591&_dad=portal&_schema=PORTAL",-73.572988,45.49791,Description needs user input for this location
Ville-Marie,Police Station,Service aÿ la communaute de region Sud,980 rue Guy,H3H 2K3,Montreal,QC,0,0,1,0,1,1,1,0,m,0,0,f,0,0,0,n,this location requires user input on accessibility,514 280-0700,http://www.spvm.qc.ca/fr/pdq/2_2_identifiezpdq.asp#services-a-la-communaute,-73.574206,45.493082,Description needs user input for this location
Ville-Marie,Fire Station,Caserne 5,75 rue Ontario Est,H2X 1G9,Montreal,QC,0,1,0,1,0,1,1,0,l,1,0,f,0,0,0,n,this location requires user input on accessibility,911,"http://ville.montreal.qc.ca/portal/page?_pageid=4677,10167591&_dad=portal&_schema=PORTAL",-73.566832,45.512166,Description needs user input for this location
Ville-Marie,Police Station,Poste de quartier 20,1432 rue Sainte-Catherine Ouest,H3G 1R3,Montreal,QC,0,0,1,1,0,0,0,0,s,0,0,f,1,0,0,n,this location requires user input on accessibility,514 280-0120,http://www.spvm.qc.ca/fr/pdq20/,-73.576636,45.49625,Description needs user input for this location
Ville-Marie,Police Station,Poste de quartier 21,1180 rue Sainte-Ç?lizabeth,H2X 3C4,Montreal,QC,1,1,0,5,1,0,0,0,l,1,1,f,0,0,0,n,this location requires user input on accessibility,514 280-0121,http://www.spvm.qc.ca/fr/pdq21/,-73.559896,45.511283,Description needs user input for this location
